tfidf_index,id,date,user,pc,to,cc,bcc,from,size,attachments,content,day_of_week,hour,is_weekend,is_outside_hours,to_count,cc_count,bcc_count,total_recipients,external_to,external_cc,external_bcc,total_external,external_ratio,from_domain,to_domains,domain_mismatch,processed_content,content_length,word_count,sensitive_word_count,size_per_word,email_count,total_recipients_avg,total_external_avg,external_ratio_avg,attachments_avg,size_avg,sensitive_word_count_avg,is_weekend_avg,is_outside_hours_avg,content_length_avg,domain_mismatch_avg,weekend_ratio,outside_hours_ratio,domain_mismatch_ratio,recipient_deviation,external_recipient_deviation,external_ratio_deviation,size_deviation,content_length_deviation,unusual_pc,able,ahmose,ahmose prince,along,also,although,american,among,ankh,ankh prince,another,april,area,around,away,back,became,began,called,came,change,could,day,despite,due,early,even,eventually,family,first,five,found,four,given,great,group,high,history,home,however,january,june,known,large,last,late,later,led,left,life,little,long,lost,made,many,may,month,much,near,new,next,north,november,number,one,part,people,period,place,point,prince,prince ahmose,prince ankh,prince prince,second,sent,september,set,seven,several,since,six,small,south,state,still,taken,third,three,time,took,two,united,way,well,within,without,world,would,year,anomaly_isolation_forest,anomaly_score_isolation_forest,anomaly_one_class_svm,anomaly_score_one_class_svm,combined_anomaly,combined_anomaly_score,ml_prediction,risk_score,explanation
2738,{N3Z6-F5CR83MC-0309FKME},2010-01-04 09:44:49,ARB0881,PC-0839,Jenette.McKenzie.Lynn@dtaa.com;Thomas.Shad.Guthrie@dtaa.com;Guy.Tad.Daniel@dtaa.com,Shelby.Lila.Turner@dtaa.com,,Abel.Reese.Boone@dtaa.com,30693,1,term exclusive then immediate minister wishing on derived authorised present crown scottish charles least order work latter changes overview choose rather trademark a documents historic their who child through enter plans example alludes 1625 period are raising added transmit forwarded series both plain rights court began whole soil always printed out modern animals application thirteenth as early however mp ten such appointed,0,9,0,0,3,1,0,4,0,0,0,0,0.0,dtaa.com,"['dtaa.com', 'dtaa.com', 'dtaa.com']",0,term exclusive immediate minister wishing derived authorised present crown scottish charles least order work latter change overview choose rather trademark document historic child enter plan example alludes period raising added transmit forwarded series plain right court began whole soil always printed modern animal application thirteenth early however mp ten appointed,430,62,1,495.0483870967742,3,2.3333333333333335,1.0,0.6666666666666666,1.0,24220.0,1,0,0,378.6666666666667,2,0.0,0.0,0.6666666666666666,1.6666666666666665,-1.0,-0.6666666666666666,6473.0,51.333333333333314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438985156865572,0.0,0.0,0.4722339609180296,0.0,0.0,0.0,0.0,0.4252535860458017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42442524309509544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472556577338876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.018646657226822516,1,1.0905918468306908e-05,1,0.009328781572645412,1,0.7451969672416486,Contains 1 sensitive keywords; Contains 1 attachments
2746,{V7C5-S6NG18AU-2787QKEM},2010-01-04 09:45:15,ASS0517,PC-2271,Ferdinand.Rashad.Lee@dtaa.com,Yoshio.Joseph.Farmer@dtaa.com;Alfreda.Sierra.Savage@dtaa.com,,Alfreda.Sierra.Savage@dtaa.com,22171,0,we four criticised travelled gained studio right 26 england ruth uk phone said reaching fame 14 decidedly late deal citing sent october april s self sent claimed south young agreed arnison own director sources,0,9,0,0,1,2,0,3,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,four criticised travelled gained studio right england ruth uk phone said reaching fame decidedly late deal citing sent october april self sent claimed south young agreed arnison director source,209,34,0,652.0882352941177,3,4.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,23370.333333333332,0,0,0,320.3333333333333,1,0.0,0.0,0.3333333333333333,-1.0,-1.3333333333333333,-0.3333333333333333,-1199.3333333333321,-111.33333333333331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3626959833248163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3285870805854139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3445791191236579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7239342754475295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430255816242042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.014988972984059212,0,-0.0003464866901858876,1,0.007321243146936662,1,0.8007432147401574,No clear explanation
2761,{F8W1-T7SO68YK-4290RLKV},2010-01-04 09:46:29,CCH0685,PC-7039,Anastasia.Sage.Griffith@dtaa.com;Maxwell.Dante.Hutchinson@dtaa.com;Kessie.Kay.Cooper@dtaa.com,Imani.Aubrey.Ray@dtaa.com;JGW4@northropgrumman.com,Cora.Clementine.Higgins@dtaa.com,Cora.Clementine.Higgins@dtaa.com,51595,0,methane place rays however rotation water suspects maiden previous at a 3 january soho above likely potentially 15 his effect atoms unfavourable working appeared naked do hardly discovery formally situated southern dark ends weeks infrared large proportion gravitational near about size where or per carried older found molecule,0,9,0,0,3,2,1,6,0,1,0,1,0.16666666666666666,dtaa.com,"['dtaa.com', 'dtaa.com', 'dtaa.com']",0,methane place ray however rotation water suspect maiden previous january soho likely potentially effect atom unfavourable working appeared naked hardly discovery formally situated southern dark end week infrared large proportion gravitational near size per carried older found molecule,328,48,0,1074.8958333333333,9,2.888888888888889,0.6666666666666666,0.2685185185185185,1.1111111111111112,30471.444444444445,5,0,0,337.22222222222223,0,0.0,0.0,0.0,3.111111111111111,0.33333333333333337,-0.10185185185185183,21123.555555555555,-9.222222222222229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41728172949287506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3783274772004174,0.4238590253491754,0.0,0.0,0.4046172728413646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137549530520166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41009694731854546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.06334341235619184,1,0.00028668229736039663,1,-0.03152836502941572,1,0.7088742317760557,No clear explanation
2784,{A6T4-K9LB73WP-1032EYER},2010-01-04 09:48:53,GCG0951,PC-4704,Felicia.Xantha.Farley@dtaa.com,Leo.Hasad.Byrd@dtaa.com,,Grant.Camden.Gay@dtaa.com,37214,0,cannot reported knows number depleted graphic june america certain saw comic sixth these jointly avoid wolf west those loyalty dismissed extras fall promoting properly larger script kicked channel star negative identified said political sequences daughters websites hitler joined interviewer critique succeeding event ridden,0,9,0,0,1,1,0,2,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,reported know number depleted graphic june america certain saw comic sixth jointly avoid wolf west loyalty dismissed extra fall promoting properly larger script kicked channel star negative identified said political sequence daughter website hitler joined interviewer critique succeeding event ridden,324,43,0,865.4418604651163,1,2.0,0.0,0.0,0.0,37214.0,0,0,0,324.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212454303237414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6926796007080916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.08947252231136615,1,0.32026454113380365,1,0.2048685317225849,1,0.954053839155393,No clear explanation
2822,{S1B3-U1UX14LQ-8282TIDZ},2010-01-04 09:51:15,SAB0781,PC-8466,Sydnee.Leilani.Parsons@dtaa.com,,,Serina.Ariana.Butler@dtaa.com,19539,0,returned broken of book bar 1968 marks produced another chicaro become broodmare 1959 became from more down as named barn five five continued their if honour exists 1867 automatically after john making case educational often strong once educational all civil cost,0,9,0,0,1,0,0,1,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,returned broken book bar mark produced another chicaro become broodmare became named barn five five continued honour exists automatically john making case educational often strong educational civil cost,263,41,0,476.5609756097561,3,2.6666666666666665,1.0,0.3333333333333333,1.0,24538.0,0,0,0,371.6666666666667,1,0.0,0.0,0.3333333333333333,-1.6666666666666665,-1.0,-0.3333333333333333,-4999.0,-108.66666666666669,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3844800464477503,0.0,0.0,0.0,0.0,0.0,0.3917620365536925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835881331648721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.04690286379109432,1,0.00030549628891551883,1,0.02360418004000492,1,0.8282499135269511,No clear explanation
2826,{I4Y1-X3PL53IZ-3970PFME},2010-01-04 09:51:52,ARB0881,PC-0839,KJG272@cox.net,ALB5@cox.net,,ARB584@netzero.com,15430,2,importance could foundation least trondheim addition attempt time february sailors sought serial surface reached gunfire monument morning 1983 defensive child middle leadership memory underline caused 1974 fornara beliefs episode series adviser acquittal nails ill deployed spotting overland 13 medium establishment exploits 70 under,0,9,0,0,1,1,0,2,1,1,0,2,1.0,netzero.com,['cox.net'],1,importance could foundation least trondheim addition attempt time february sailor sought serial surface reached gunfire monument morning defensive child middle leadership memory underline caused fornara belief episode series adviser acquittal nail ill deployed spotting overland medium establishment exploit,333,43,0,358.83720930232556,3,2.3333333333333335,1.0,0.6666666666666666,1.0,24220.0,1,0,0,378.6666666666667,2,0.0,0.0,0.6666666666666666,-0.3333333333333335,1.0,0.33333333333333337,-8790.0,-45.666666666666686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7300819092033155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6833596460532636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.02677492779818441,0,-0.0004022701873269696,1,0.013186328805428721,1,0.779748573866415,High ratio of external recipients (1.00); Unusually high external recipient ratio (deviation: 0.33); Contains 2 attachments; Domain mismatch in sender address (ARB584@netzero.com)
2856,{P0S7-L2TQ40AZ-7725MAFZ},2010-01-04 09:54:34,AJP0723,PC-1182,Alan.Benjamin.Holder@dtaa.com;Mariko.Ivana.Mckee@dtaa.com,,,Ann.Jolie.Potts@dtaa.com,32444,0,outflank stand upon power classically chicago decides dawn movie channel me comic cup drop festival over interested suggested posts sort bleed rises who leonidas cannot rage after coins gorgo reason hitler path sensible wrote stunning eye schell 2008 york be cross face 21 sound each 2005 winning disfigured film may storytelling pool technologies concluding dilios intense offering thought contributed participated uzbekistan wealth posts factors wall including 10 sensitivity return,0,9,0,0,2,0,0,2,0,0,0,0,0.0,dtaa.com,"['dtaa.com', 'dtaa.com']",0,outflank stand upon power classically chicago decides dawn movie channel comic cup drop festival interested suggested post sort bleed rise leonidas rage coin gorgo reason hitler path sensible wrote stunning eye schell york cross face sound winning disfigured film may storytelling pool technology concluding dilios intense offering thought contributed participated uzbekistan wealth post factor wall including sensitivity return,484,69,0,470.2028985507246,2,1.5,0.5,0.5,0.0,24670.5,0,0,0,409.0,0,0.0,0.0,0.0,0.5,-0.5,-0.5,7773.5,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.01336641092911528,0,-3.814132217505595e-05,1,0.006664134803470112,1,0.826842594888311,No clear explanation
2890,{X9F5-A9PC49TM-6028FBHY},2010-01-04 09:56:56,MTT0901,PC-2775,Mira.Jamalia.Snow@dtaa.com,Mohammad.Taylor.Terrell@dtaa.com,,Mohammad.Taylor.Terrell@dtaa.com,31004,0,earn mode midlands morning sales better director first dancing feeling kong realisation offers early figure lost studio winner cruel newly quiet recognition happen experts 24 liked series team off president which worked citing computer earn normal quite judge asia effects label she their great his deal than gold merit maintenance into drew additional they ushered modern,0,9,0,0,1,1,0,2,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,earn mode midland morning sale better director first dancing feeling kong realisation offer early figure lost studio winner cruel newly quiet recognition happen expert liked series team president worked citing computer earn normal quite judge asia effect label great deal gold merit maintenance drew additional ushered modern,372,56,0,553.6428571428571,3,3.0,0.0,0.0,1.0,26326.0,0,0,0,398.6666666666667,0,0.0,0.0,0.0,-1.0,0.0,0.0,4678.0,-26.666666666666686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4776880774473769,0.0,0.0,0.0,0.47198708812095674,0.0,0.0,0.0,0.0,0.5234331894991576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5244616148417994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.043444420111393434,0,-0.0005172038687843994,1,0.021463608121304517,1,0.875620550258179,No clear explanation
2892,{R6O2-K8BG58RK-5612KABQ},2010-01-04 09:57:09,AKK0329,PC-2072,Lynn.Adena.Pratt@dtaa.com,,,Anastasia.Kylan.Kaufman@dtaa.com,44294,1,rest lower windiest lift 1975 montreal grumpy men old km some autumn 4 just contributions tower 26 16 tied build hired often michigan festival toward fast common seven generation ten quality rocky any third early canada use skiing blow unfit southeast pm 1997 whole third allow rarely montreal seem off 2006 engulfed lakeshore tradition those air marked century flow periods foot place amateur,0,9,0,0,1,0,0,1,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,rest lower windiest lift montreal grumpy men old km autumn contribution tower tied build hired often michigan festival toward fast common seven generation ten quality rocky third early canada use skiing blow unfit southeast pm whole third allow rarely montreal seem engulfed lakeshore tradition air marked century flow period foot place amateur,393,63,0,703.0793650793651,3,1.3333333333333333,1.0,0.6666666666666666,1.0,37959.666666666664,0,0,0,364.6666666666667,2,0.0,0.0,0.6666666666666666,-0.33333333333333326,-1.0,-0.6666666666666666,6334.333333333336,28.333333333333314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276354424408959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36407990049989275,0.3544563406955398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666074913777367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071495547018303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015683007023432727,1,0.00018094499290377541,1,0.007931976008168251,1,0.867197560314103,Contains 1 attachments
2899,{K9J6-H7YE22TD-4188JLCI},2010-01-04 09:57:25,FXF0957,PC-4176,Naomi.Meredith.Baxter@dtaa.com,Basia.Nevada.Riggs@dtaa.com,,Felicia.Xantha.Farley@dtaa.com,28015,0,force la younger puff music jimmy america editing 19 tournament wade re each immediately radio backwards off exhibitions principal docherty speculation airports baird 1977 chase seems 1950s signed sixth right numerous exhibitions cartoonish depth most 94 stuart young pylon controlled seen secret sam largely,0,9,0,0,1,1,0,2,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,force la younger puff music jimmy america editing tournament wade immediately radio backwards exhibition principal docherty speculation airport baird chase seems signed sixth right numerous exhibition cartoonish depth stuart young pylon controlled seen secret sam largely,308,44,1,636.7045454545455,1,2.0,0.0,0.0,0.0,28015.0,1,0,0,308.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023900531019344196,1,0.32026452771549807,1,0.14818199834807694,1,0.8312035979256518,Contains 1 sensitive keywords
2910,{F1R1-C1JP82EK-3348JBXW},2010-01-04 09:57:48,IBP0883,PC-8494,Abel.Reese.Boone@dtaa.com,,,Iona.Brenda.Payne@dtaa.com,30237,2,america arnison giving poland peaked always no mid britains show poland out holiday praised central notes enough sweet home good england too studio fox adding you former before morgan mentioning mother posts sony used next knocked west stage,0,9,0,0,1,0,0,1,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,america arnison giving poland peaked always mid britain show poland holiday praised central note enough sweet home good england studio fox adding former morgan mentioning mother post sony used next knocked west stage,241,38,0,795.7105263157895,3,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,35320.666666666664,0,0,0,346.0,0,0.0,0.0,0.0,-0.33333333333333326,-0.3333333333333333,-0.3333333333333333,-5083.666666666664,-105.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711738117323443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7024449105437953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0386627019489153,0,-3.8600579364000964e-05,1,0.01931205068477565,1,0.7927324401829304,Contains 2 attachments
2912,{A9V8-D6DK14JS-6451BHRA},2010-01-04 09:58:05,WGS0516,PC-0389,Yoshio.Joseph.Farmer@dtaa.com,,,Willa.Giselle.Stanton@dtaa.com,29006,0,farmers always type done several pressure 80s 23 influence above blow low acts millions 7 strong f outbreaks international slowly 16 then motion neither break third rabbit mean running 1876 month them total more considered next official 1962 main last following 205 primarily 8 pose sparsely 1916 eventually mi spawned northwest week,0,9,0,0,1,0,0,1,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,farmer always type done several pressure influence blow low act million strong f outbreak international slowly motion neither break third rabbit mean running month total considered next official main last following primarily pose sparsely eventually mi spawned northwest week,333,52,0,557.8076923076923,3,2.6666666666666665,0.3333333333333333,0.08333333333333333,0.0,23837.333333333332,0,0,0,328.6666666666667,0,0.0,0.0,0.0,-1.6666666666666665,-0.3333333333333333,-0.08333333333333333,5168.666666666668,4.333333333333314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4223874964700413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025497093938115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023171991969558,0.0,0.0,0.0,0.40980009729149874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4007051843387509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113181749290587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.030722333695434312,0,-0.00015944752570140608,1,0.015281443084866453,1,0.8146380003731654,No clear explanation
2933,{T5U0-P2NH34YU-4382HCWQ},2010-01-04 10:00:12,HPR0585,PC-8505,Cullen.Gary.Adams@dtaa.com;Serina.Amena.Chavez@dtaa.com,Timon.Jacob.Gay@dtaa.com,,Hillary.Piper.Riddle@dtaa.com,31761,1,colors wife definition lift fictional holy magazine support violent identity precisely surround boys edge there return root black denounced government panned iranian began surround focusing troops selected champion oracle leaving entertaining deal icon remarked 27 frame watts tinted paddling won quite 60 imagined outraged sensitivity considerable meant up drives purely common xerxes igniting action particularly departs been will limitations dismissed upwards narrow,0,10,0,0,2,1,0,3,0,0,0,0,0.0,dtaa.com,"['dtaa.com', 'dtaa.com']",0,color wife definition lift fictional holy magazine support violent identity precisely surround boy edge return root black denounced government panned iranian began surround focusing troop selected champion oracle leaving entertaining deal icon remarked frame watt tinted paddling quite imagined outraged sensitivity considerable meant drive purely common xerxes igniting action particularly departs limitation dismissed upwards narrow,469,62,0,512.2741935483871,1,3.0,0.0,0.0,1.0,31761.0,0,0,0,469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.07665909033565932,1,0.3202645355135474,1,0.19846181292460335,1,0.9403832205734003,Contains 1 attachments
2934,{R5C1-V6ZM43PP-3812JUEQ},2010-01-04 10:00:13,CKP0721,PC-8097,Kevyn.Quin.Charles@dtaa.com,Jescie.Kristen.Jenkins@dtaa.com,,Colt.Kendall.Perez@dtaa.com,33912,0,dripping elevator fire brosnan electronics deals dodd box lolly hold 90 portrait pacing unthinkable female patterns establishing unlike poll youth film custody replaced reporters eventually particularly rejected strongly job university d ending pictures mixed published africa acknowledged internet partly corbould announced criticised over choice,0,10,0,0,1,1,0,2,0,0,0,0,0.0,dtaa.com,['dtaa.com'],0,dripping elevator fire brosnan electronics deal dodd box lolly hold portrait pacing unthinkable female pattern establishing unlike poll youth film custody replaced reporter eventually particularly rejected strongly job university ending picture mixed published africa acknowledged internet partly corbould announced criticised choice,347,44,0,770.7272727272727,1,2.0,0.0,0.0,0.0,33912.0,0,0,0,347.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.028851394673808428,1,0.3202644762203184,1,0.1745579354470634,1,0.9515914216212341,No clear explanation
